Year ended March,Measure,Region,Region Code,Value,Value Unit,Value Label,Null Reason,Metadata 1
2017,Regional GDP per person,Waikato,Waikato Region,49518,nzd,NZD per person,,Revised
2017,Regional GDP per person,Bay of Plenty,Bay of Plenty Region,49164,nzd,NZD per person,,Revised
2017,Regional GDP per person,Gisborne,Gisborne Region,38774,nzd,NZD per person,,Revised
2017,Regional GDP per person,Hawke's Bay,Hawke's Bay Region,45667,nzd,NZD per person,,Revised
2017,Regional GDP per person,Taranaki,Taranaki Region,67030,nzd,NZD per person,,Revised
2017,Regional GDP per person,Manawatū-Whanganui,Manawatu-Wanganui Region,42489,nzd,NZD per person,,Revised
2017,Regional GDP per person,Wellington,Wellington Region,67960,nzd,NZD per person,,Revised
2017,Regional GDP per person,West Coast,West Coast Region,48580,nzd,NZD per person,,Revised
2017,Regional GDP per person,Canterbury,Canterbury Region,56109,nzd,NZD per person,,Revised
2017,Regional GDP per person,Otago,Otago Region,52447,nzd,NZD per person,,Revised
2017,Regional GDP per person,Southland,Southland Region,56111,nzd,NZD per person,,Revised
2017,Regional GDP per person,Marlborough,Marlborough Region,60185,nzd,NZD per person,,Revised
2017,Regional GDP per person,"Nelson, Tasman","Tasman, Nelson",47127,nzd,NZD per person,,Revised
2017,Regional GDP per person,North Island,Total North Island,57644,nzd,NZD per person,,Revised
2017,Regional GDP per person,South Island,Total South Island,54486,nzd,NZD per person,,Revised
2017,Regional GDP per person,New Zealand,Total New Zealand,56903,nzd,NZD per person,,Revised
